MENU_ITEM_NAME,AVERAGE_ITEM_PRICE,ITEM_QUANTITY,ITEM_NET_AMOUNT
Loaded Waffle Fries,0.00,1.00,0.00
Long Drink Black,0.00,1.00,0.00
Long Drink Bucket All White Ones,30.00,1.00,30.00
"Long Drink Bucket, 2 Red 3 Black",25.00,1.00,25.00
Long Drink Traditional,8.00,1.00,8.00
Long Drinkbucket,30.00,1.00,18.80
Long Island Double,10.00,1.00,10.00
Long Island Ice Tea,12.00,1.00,12.00
Love Bite,7.00,1.00,7.00
Love Potion,13.00,1.00,6.50
Love U Guys💋💋,0.00,1.00,0.00
Love U Thank U 💋,0.00,1.00,0.00
Luck,4.00,1.00,4.00
Luck Irish,4.00,1.00,0.00
Lucky,8.00,1.00,8.00
Lucky Onec Lemonade Dont Make,7.00,1.00,7.00
Lucky Ones,8.00,1.00,8.00
Luna Sho,5.00,1.00,5.00
Lunazl,5.00,1.00,5.00
Lunazul (Lunch),5.00,1.00,5.00
Lunch Anteel Repo Marg,5.00,1.00,5.00
Lunch Bombay & Tonic,5.00,1.00,5.00
Lunch Bombay N Tonic DBL,10.00,1.00,10.00
Lunch Hot Honey Pepperoni Pizza,10.00,1.00,10.00
Lunch Jack & Coke DBL,10.00,1.00,10.00
Lunch Jack Daniels Double,10.00,1.00,10.00
Lunch Titos & Redbull,7.00,1.00,7.00
Lunch Titos & Soda DOUBLE,10.00,1.00,10.00
Lunch Titos And Soda,5.00,1.00,5.00
Lunch Titos Double,10.00,1.00,10.00
Lunch Titos N Tonic,5.00,1.00,5.00
"Lunch Wings Mix Buff/lemon Pepper, Fries",0.00,1.00,0.00
"Lunchbox, Light Beer, Amaretto, Orangejuice",8.00,1.00,8.00
Luxardo Amaretto Sour,10.00,1.00,10.00
M-43 Taste,0.00,1.00,0.00
M43,6.00,1.00,6.00
MARIETTA MULE,0.00,1.00,0.00
MEZCAL TEQUILA SHOT,7.00,1.00,7.00
MICH ULTRA BUCKET -- 5,15.00,1.00,15.00
MN Italian Pilsner,6.00,1.00,6.00
MUDDLED OLD FASHION BLADE N BOW BOURBON,18.00,1.00,18.00
Mac And Cheese Bites,8.50,1.00,8.50
Mac N Cheese Bites,8.50,1.00,7.00
Macallan 18 Soda on Big Rock,55.00,1.00,55.00
Macllan 18,40.00,2.00,80.00
Mai Tai,13.00,1.00,13.00
Make That Hot Honey To Go Please!!!,0.00,1.00,0.00
Malt Vigegar Aioli,0.00,1.00,0.00
Malt Vin,0.50,1.00,0.50
Malt Vin Aoli,1.00,1.00,1.00
Malt Vinegar Aloe Sauce,0.00,1.00,0.00
Malt Vinegar Aoli,0.00,1.00,0.00
Manhatt,11.00,1.00,11.00
Maple Stout,8.00,1.00,8.00
Marg Flight,6.00,1.00,6.00
Margarita Sprtiz Cocktail,,0.00,0.00
Marietta Mule,8.00,1.00,8.00
Marin Sauce,0.00,1.00,0.00
Marinara Sauce To Go,0.00,1.00,0.00
Markis Smells Like Poop,0.00,1.00,0.00
Mason Beer Zombies Come Out Taste,0.00,1.00,0.00
Mason Beer Zombies Come Out To Play,8.00,1.00,8.00
Mason Beer Zombies Taste,0.00,1.00,0.00
Mason Maximum,9.00,1.00,9.00
Mason Zombie Haze,8.00,1.00,8.00
Mason Zombie Ioa,0.00,1.00,0.00
Mason Zombies,8.00,1.00,8.00
Mason/beer Zombies,8.00,1.00,8.00
Masons Zombies Come Haze,8.00,1.00,1.10
Mastadon,8.00,1.00,8.00
Matador,40.00,1.00,40.00
Mawi,7.00,1.00,7.00
Mazon Beer Zombies IPA,8.00,1.00,8.00
Mc Guirres Double,6.00,1.00,6.00
McCheeseburger,0.00,1.00,0.00
Mcguire's Double,9.00,1.00,9.00
Meatball Hoagie With Fries,0.00,1.00,0.00
Meatball Sub To Go,12.00,1.00,12.00
"Meatball Sub W Fries, No Bread",12.00,1.00,6.00
Meetball Sub,12.00,1.00,12.00
Meetball Sub Wity Frwnch Fries,12.00,1.00,10.08
Mega Mule,50.00,1.00,50.00
Meiomi,13.00,1.00,13.00
Meiomi Pinot Noir BT,51.00,1.00,45.90
Mercer,5.00,1.00,5.00
Mercier Draft,5.00,1.00,5.00
Mercier Orchards Oeacg Cider,5.00,1.00,5.00
Mercier TASTE,0.00,1.00,0.00
Merlot,7.00,1.00,7.00
Merry Christmas💚❤🎄🎄,0.00,1.00,0.00
Mexican Candy S,6.00,3.00,18.00
Mexican Special,16.00,1.00,16.00
Mezcal Spicy Marg,12.00,1.00,12.00
Mezcal W Ginger Beer,9.00,1.00,9.00
Mich Bucket,15.00,1.00,15.00
Mich Ultra Bucket - 5,15.00,1.00,15.00
Mich Ultra Zero,4.00,1.00,4.00
Mich Ultra Zero!!!!!!,4.00,1.00,4.00
Michelada,8.00,1.00,8.00
Michelob Bucket No Make,15.00,1.00,15.00
Michelov Ultra ZERO,4.00,1.00,4.00
Micwire,6.00,1.00,6.00
Miller 20z,7.00,1.00,7.00
Miller High Life Bucket,15.00,1.00,15.00
Mini Rips,6.00,1.00,6.00
Mini Steak Quessadilla,0.00,1.00,0.00
Miscellaneous,20.00,1.00,20.00
Mistery Shot,1.00,1.00,1.00
Mochi Stout,6.00,1.00,6.00
Mojito Flight,15.00,1.00,15.00
Mom Water Bucket,32.00,1.00,32.00
Mom Water Karen,8.00,1.00,4.00
Momday Night Field Trip,7.00,1.00,7.00
Momday Nigjt Italoano,6.00,1.00,6.00
Mommy Margarita,5.00,1.00,0.50
Monday Dr Robot,10.00,1.00,10.00
Monday Italian Pils,6.00,1.00,6.00
Monday Night Field Trip Draft,7.00,1.00,7.00
Monday Night Gasoline Dreams Sample,0.00,1.00,0.00
Monday Night Italian Pilsner,7.00,1.00,7.00
Monday Night Pilsner Taste,0.00,1.00,0.00
Monday Night Taco Tues,4.50,1.00,4.50
Money Shoulder,12.00,1.00,12.00
Monkey Sh Double Old,28.00,1.00,28.00
Monkey Shoukder,20.00,1.00,20.00
Monkey Shoulder Shot Rock,12.00,1.00,12.00
Moody 8oz,5.50,1.00,5.50
Moody Hef,9.00,1.00,9.00
Moody Kiwi IPA,11.00,1.00,11.00
Moody Tonge Cold Kiwi Ipa,11.00,1.00,11.00
Moody Tongue Hef,9.00,1.00,9.00
Moody Tongue Orange Blossom,0.00,1.00,0.00
Moody Tongue Porter,7.00,1.00,7.00
Moody Tongue Rice Lager,3.08,1.00,3.08
Moody Tongue Sample,0.00,1.00,0.00
Moody Tongue Taste,0.00,1.00,0.00
Moody Tonuge,11.00,1.00,0.00
Moody Toung Kiwi Ipa,11.00,1.00,11.00
Moody Tounge Kiwi IPA,11.00,1.00,11.00
Moon Pie Shot,5.00,1.00,5.00
Motzerella Sticks,5.00,1.00,0.00
Mozz Sticks 10,6.00,1.00,6.00
Mutation 99xPeriment,6.00,1.00,6.00
Mutation X,6.00,1.00,6.00
Mutation Xperiment,6.00,1.00,6.00
My,3.00,1.00,3.00
Mystery,3.00,1.00,3.00
Mystery Shot,6.00,4.00,24.00
NB Voodoo Can,3.00,1.00,3.00
Nacho Toppings,5.00,1.00,5.00
Nachos,12.00,1.00,12.00
Nash Hot,0.50,1.00,0.50
Nash Hot Side,0.00,1.00,0.00
Nashville Hot,0.50,1.00,0.50
Nashville Hot And Buffalo Sauce,0.00,1.00,0.00
Nashville Hot Sauce On Side,1.00,1.00,1.00
Nashville Hot Spice Onnside,0.00,1.00,0.00
Nb Dominga Paloma,7.00,1.00,7.00
Nee Belgium Paloma,7.00,1.00,7.00
Neon Cinlinders Sunwave Taste,0.00,1.00,0.00
Neon Cylinder HH,7.00,1.00,7.00
New - Southern Sunrise Melt,14.00,1.00,14.00
New Beer,5.00,1.00,5.00
New Belgium Domingo Paloma,7.00,1.00,7.00
New Belgium Domingo Paloma Taste,0.00,1.00,0.00
New Belgium Domingo Poloma Taste,0.00,1.00,0.00
New Belgium Flat Tire,5.00,1.00,5.00
New Belgum Domingo Paloma Sample,3.50,1.00,3.50
New Castle Brown Ale,,0.00,0.00
New Castle Brown Ale Can,7.00,1.00,7.00
New Holland Oatmeal,3.00,1.00,3.00
New Realm Ale Of Am Emgineer,7.00,1.00,0.00
New Realm Ale Of An Engineer 16.9 Oz,8.00,1.00,8.00
New Realm Blackberry Snoke,7.00,1.00,7.00
New Realm El Guapo,7.00,1.00,7.00
New Realm Guapo,7.00,1.00,7.00
New Realm Helluviena,7.00,1.00,7.00
New Realm KSU,7.00,1.00,7.00
New Realm Kickflipper LNHH,4.00,1.00,4.00
New Relm El Guapo,0.00,1.00,0.00
New Rewl,3.00,1.00,3.00
New Sierra Nevada Ipa,6.00,1.00,6.00
Newcastle Brown Ale,7.00,1.00,7.00
Newcastle Brown Ale Bottle,7.00,1.00,7.00
Nnis N Gunn,5.00,1.00,5.00
No Jalapenos,0.00,1.00,0.00
No Make,8.00,1.00,8.00
NoFo Cowboy,7.00,1.00,7.00
NoFo Cowboy's Payday,7.00,1.00,7.00
Noah Hill Merlot Bottle,25.00,1.00,0.00
Noah River,13.00,1.00,13.00
Nofo Cowboy Taste,0.00,1.00,0.00
Nofo Cowboy payday,7.00,1.00,7.00
Nofo Cowboy's Payday,7.00,1.00,7.00
Nofo Cowboy's Payday Taste,0.00,1.00,0.00
Nr Owl,7.00,1.00,7.00
Nutrl,5.00,1.00,5.00
Nutrl Pineapple Seltzer,8.00,1.00,8.00
OICJLE BACK,0.50,1.00,0.50
OJ,3.50,1.00,3.50
ONE DRINK OF THE WEEK FOR PICTURES PLZ,0.00,1.00,0.00
ONE SINGLE CHICKEN TENDER,0.00,1.00,0.00
OVEN ROASTED BRUSSEL SPROUTS,0.00,1.00,0.00
Oatmeal Stout Can,3.00,1.00,3.00
Oaxaca Choca,8.00,1.00,8.00
October Fest,12.00,1.00,0.00
Oineaople,12.00,1.00,12.00
Oj,3.00,1.00,3.00
Okd Nation M-43,8.00,1.00,8.00
Oktoberfest No Make,8.00,1.00,8.00
Oktoberfest Taste,0.00,1.00,0.00
Old Fash,9.00,1.00,9.00
Old Fashion,2.00,1.00,2.00
Old Fashioned,13.00,1.00,13.00
Old Nation 10 Oz,6.00,1.00,6.00
Old Nation 43,8.00,1.00,8.00
Old Nation M-43 NEIPA Taste,0.00,1.00,0.00
Old Nation M43 Taste,0.00,1.00,0.00
Old Rasputin Nitro,8.00,1.00,8.00
Old Speckled NO MAKE,5.00,1.00,5.00
One Blacked Cod Taco On Flour,4.00,1.00,4.00
One Fried Chicken Tender,0.00,1.00,0.00
One Lemon Pepper Wing,0.00,1.00,0.00
One Steak Taco On Flour,7.00,1.00,7.00
Onion Cilantro Mix Side,0.50,1.00,0.50
Open Beer,3.80,1.00,3.80
Open Item,1.00,1.00,1.00
Orange,4.00,1.00,0.00
Orange Cream Cider,0.00,1.00,0.00
Orange Cream Sickle,0.00,1.00,0.00
Orchard Adelr's Choice,7.00,1.00,7.00
Original Black Sin Widow Blackbery Cider,8.00,1.00,8.00
Original Blackwidow Blkbry Cider,8.00,1.00,8.00
Original Food,2351.00,1.00,1810.27
Original Si,8.00,1.00,8.00
Original Sin Blackberry Cider,8.00,1.00,8.00
Original Sin Blkbry,8.00,1.00,8.00
Original Sin Cider,8.00,1.00,8.00
Original Sin Cider Taste,0.00,1.00,0.00
Original Sin HH,7.00,1.00,7.00
Other Half Of My Fried Pickles,5.00,1.00,5.00
Outlaw,7.00,1.00,7.00
Oyster Bay Bottle,35.00,1.00,35.00
Oyster Bay Sauv Blanc - Bottle,35.00,1.00,35.00
Oyster Bay Sauvingnon Blanc,10.50,1.00,10.50
Oyster Bay Sav,35.00,1.00,0.00
PALOMA MOCKTAIL,3.50,1.00,3.50
PATEL VEGGIE BURGER,10.00,3.00,30.00
PATEL VEGGIE PIZZA,0.00,1.00,0.00
PBJ SHOT,6.00,1.00,6.00
PEACH MARGARITA,,0.00,0.00
PEACH STATE DRAFT,5.00,1.00,5.00
PHAT ASS SIDE OF PICKLES NOT FRIED,0.00,1.00,0.00
PHILLY,12.00,1.00,0.00
PINT OJ,3.50,1.00,3.50
PLAIN CHEESE QUESADILLA,9.00,1.00,9.00
POG Basement HH,6.00,1.00,6.00
Pacifico Btl With A Lime,5.00,1.00,5.00
Paloma,9.00,1.00,9.00
Parish Ghost In The Machine,8.00,1.00,8.00
Parish Ghost in the Machine Sample,3.00,1.00,3.00
Parish Ipa,7.00,1.00,3.50
Parish Luna Taste,0.00,1.00,0.00
Parish Oktober Fest,6.00,1.00,6.00
Parish Oktoberfest TASTE,0.00,1.00,0.00
Parish Oktoberfest TASTE X2,0.00,1.00,0.00
Parish SIPS,9.00,1.00,9.00
Parish Strawberry,8.00,1.00,8.00
Parish Strawberry Canbrake,3.00,1.00,3.00
Parish Strawberry Sample,3.00,1.00,3.00
Parish Strawberry Taste,0.00,1.00,0.00
Parish strawberry Cranbrake,0.00,1.00,0.00
Parm Slider,3.00,1.00,3.00
Parrish Octoberfest,8.00,1.00,8.00
Parrish Oktoberfest,8.00,1.00,8.00
Passion Fruit Lemonade,3.50,1.00,3.50
Passionfruit Lemonade No Ice,3.50,1.00,3.50
Patagoni,8.00,1.00,8.00
Patagonia Taste,0.00,1.00,0.00
Patriot Punch,8.00,1.00,8.00
Paulaner Oct,8.00,1.00,8.00
Paulaner Oct. Taste,0.00,1.00,0.00
Paulaner Okto,8.00,1.00,8.00
Paulaner Sample,0.00,1.00,0.00
Paulaner Taste,0.00,1.00,0.00
Paulener Octoberfest,8.00,1.00,8.00
Paulner Oktoberfest TASTE,0.00,1.00,0.00
Pbj,5.00,1.00,5.00
Pbs,11.00,1.00,11.00
Peach,3.00,1.00,3.00
Peach Cider,7.00,1.00,7.00
Peach Lind,3.00,1.00,3.00
Peach Lindeman,3.00,1.00,3.00
Peach Lindenmsns,3.00,1.00,3.00
Peach Mocktini,7.00,1.00,7.00
Peach State Light,0.00,1.00,0.00
Peach Sweet Tea,0.00,1.00,0.00
Peach Viking Thing,8.00,1.00,8.00
Peach strawberry Mocktini,7.00,1.00,7.00
Pear Mead,8.00,1.00,8.00
Pear\almond Mead,8.00,1.00,8.00
Penicillan,12.00,1.00,12.00
Penny Tap,0.01,1.00,0.01
Pepper Jack Cheese,1.00,1.00,0.00
Peppercini Pepper Side,0.99,1.00,0.99
Pepperoni Pizza Lite Sauce,10.00,1.00,10.00
Pepperoni Pizza Pretzel,0.00,1.00,0.00
Pepperoni Pizza Sliders W Fries,0.00,1.00,0.00
Perni-haze,7.00,1.00,7.00
Phat Side Of Pickles,0.00,1.00,0.00
Philly Cheese Shrimp,10.00,1.00,5.00
Philly Cheesteak And Fries,14.00,1.00,14.00
Philly Fries,10.00,1.00,5.00
Pickle Chips - As App,10.00,1.00,10.00
Pickle Moonshine,5.00,1.00,5.00
Pickled Red Onion,0.50,1.00,0.50
Pickled Red Onions,0.50,1.00,0.50
Pickles,5.00,1.00,0.00
Piece Of Fish,2.00,1.00,1.00
Piedmont Christmas,12.00,1.00,12.00
Pilsner Urrquel,7.00,1.00,7.00
Pin Glass,5.00,1.00,5.00
Pinapple Juice,3.00,1.00,3.00
Pine Picante,,0.00,0.00
Pineaperal Daiquiri,10.00,1.00,10.00
Pineaperol Daquiri,10.00,1.00,10.00
Pineapple Highnoon,8.00,1.00,8.00
Pineapple Juice No Ice,3.50,1.00,3.50
Pineapple Juics,3.50,1.00,3.50
Pineapple Upside Down Martini W Titos,10.00,1.00,10.00
Pink Dragon Test,5.00,1.00,5.00
Pink Lem Shandy,6.00,1.00,6.00
Pink Lem Shandy Taste,0.00,1.00,0.00
Pink Lemonade Summer Shandy,7.00,1.00,7.00
Pink Lrmonade Shandy,3.00,1.00,3.00
Pink Whitney,5.00,1.00,5.00
Pinneapple Picante,6.01,1.00,6.01
Pinot,10.00,1.00,10.00
Pint Of Cranberry With Ice,,0.00,0.00
Pizza Fritta Love You Guys,8.00,1.00,8.00
Pizza Frittas,0.00,1.00,0.00
Pizza Togoooooo,0.00,1.00,0.00
Plain Butter Biscuit,0.00,1.00,0.00
Plain Cheddar Grilled Cheese,11.00,1.00,11.00
Plain Grilled Cheese And Fries,10.00,1.00,10.00
Plain Grilled Cheese With Fries,10.00,1.00,10.00
Plate Of Celery,2.00,1.00,2.00
Plate Of Celery And Ranch,2.00,1.00,2.00
Plate Of Fried Shrimp,6.00,1.00,6.00
Plate Of Pulled Pork PLAIN,8.00,1.00,8.00
PoP,6.00,1.00,6.00
Poblano Mayo Side,0.00,1.00,0.00
Poblano Sauce,0.50,1.00,0.50
Pog Bas,7.00,1.00,7.00
Poison ivy,12.00,1.00,12.00
Ponce Can,5.00,1.00,5.00
Ponton Dad Bod,9.00,1.00,9.00
Pontoon,9.00,1.00,9.00
Pontoon Dadbod,9.00,1.00,9.00
Pontoon Smoky,8.00,1.00,8.00
Pontoon Tall Dark And Stormy,7.00,1.00,7.00
Pontoon dad Bod Taste,0.00,1.00,0.00
Pork Mac And Cheese Bites,6.01,1.00,6.01
Pork Sausage Links,3.00,1.00,3.00
Prach,5.00,1.00,5.00
Prairie Artisan,10.00,1.00,10.00
Prairie Dirty Martini,9.00,1.00,9.00
Prairies,10.00,1.00,10.00
Pretzel With Beer Cheese,9.50,1.00,9.50
Prickly Pear Guava Untitled Art,7.00,1.00,7.00
Primero,10.00,1.00,10.00
Primero Reposa,8.00,1.00,8.00
Primter Ale Dylux,4.00,1.00,4.00
Printer Ale Dylux Can,5.00,1.00,5.00
Printer Dylux,3.00,1.00,3.00
Printer's Ale Dylux,5.00,1.00,5.00
Printers,5.00,1.00,5.00
Printers Ale Orange Cream,7.00,1.00,6.30
Printers Delux,5.00,1.00,5.00
Printers Deluxe,5.00,1.00,5.00
Printers Dylan,3.00,1.00,3.00
Prophet Maker,12.00,1.00,12.00
Prosecco,4.75,1.00,4.75
Pruduct Mezcal,7.00,1.00,7.00
Psycadelic Rabbit,7.00,1.00,7.00
Psychadelic Rabbit,7.00,1.00,7.00
Pull Pork Side,0.00,1.00,0.00
Pulled Pork Sliders,11.00,1.00,5.50
Pumpkin Blonde Latte,4.00,1.00,3.40
Punkin 1$,1.00,1.00,1.00
Puppy Tenders,0.00,1.00,0.00
Purple Haze,6.00,1.00,6.00
Pwcifico,5.08,1.00,2.54
Pwtagonia,8.00,1.00,8.00
"Quesadilla With Cheese, Mushroom, Onions",11.00,1.00,11.00
Queso,6.50,1.00,6.50
Queso & Chips (CAT),,0.00,0.00
Queso Big,,0.00,0.00
,0.00,1.00,0.00
Raberry Lucky One Can,6.00,1.00,6.00
Raffle Ticket,,0.00,0.00
Ragin Cajun On Side Xtra,0.00,1.00,0.00
Rainbow Special,10.00,1.00,10.00
Raj Watee,0.00,1.00,0.00
Raj.  Terramana Rep Shot,5.00,1.00,5.00
Rajin Cajin,0.50,1.00,0.50
Rajun Cajun,,0.00,0.00
Ranch (CAT),4.00,1.00,4.00
Ranch 2,1.00,1.00,1.00
Ranch Dont Make,0.50,1.00,0.50
Ranch Dont Need It,0.50,1.00,0.50
Ranch On Side,0.50,1.00,0.50
Ranch X2,1.00,1.00,1.00
Ranch. Boom Boom Sauce,1.00,1.00,1.00
Red Hare,6.00,1.00,6.00
Red Hare Long Day Can,6.00,1.00,6.00
Red Hare Long Day Lagee,6.00,1.00,6.00
Red Hare Long Day Lager Can,,0.00,0.00
Red Hare Long Days,6.00,1.00,6.00
Red Hare Lonv Day,6.00,1.00,6.00
Red Hare Tang,0.00,1.00,0.00
Red Pepper Flakes,0.50,1.00,0.50
Red Sangria,9.00,1.00,9.00
Red Stripe Case,26.00,1.00,26.00
Redemption And Amaro Nonino(paper Plane,28.00,1.00,28.00
Reece Apple Pie Cider,7.00,1.00,7.00
Reece's Cider,3.00,1.00,3.00
ReecesCompany Apple Pie Taste,0.00,1.00,0.00
Reecesapple Pie,7.00,1.00,7.00
Reecescompany Apple Pie Taste,0.00,1.00,0.00
Reese's Apple Pie,7.00,1.00,7.00
Reeses Apple Pie,7.00,1.00,7.00
Reeses Apple Pie TASTE,0.00,1.00,0.00
Ref Jude,7.00,1.00,7.00
Reform Jude For Flight,3.00,1.00,3.00
Reformation B,8.00,1.00,8.00
Reformation Cold,7.00,1.00,7.00
Reformation October Fest,8.00,1.00,8.00
Reformation Oktober DRAFT,0.00,1.00,0.00
Reformation Oktober TASTE,0.00,1.00,0.00
Reformation Oktoberfest Taste,0.00,1.00,0.00
Reformation Tangelic Tangerine,8.00,1.00,8.00
Reformation Tracker Ipa,7.00,1.00,7.00
Refromation Tracker,7.00,1.00,7.00
Remake Crispy Chicken Sandwich,0.00,1.00,0.00
Rer,5.00,1.00,5.00
Rewards,0.25,1.00,0.25
Rhinegeist,9.00,1.00,9.00
Rhinegeist 8 Oz,4.00,1.00,4.00
Rhinegeist FLIGHT,9.00,1.00,9.00
Rhinegist Flight,9.00,1.00,9.00
Rhubarb,10.00,1.00,9.00
Rhubarb Spritz,10.00,1.00,10.00
Rhubard And Strawberry Gin Spritz,10.00,1.00,10.00
"Ribeye Sammy, Medium, Side Tap, HM Dress",17.00,1.00,17.00
Ribeye Sand\ Garlic FF,17.50,1.00,17.50
Ribeye Sandwich,17.50,1.00,17.50
Ribeye Steak Med Well With Fries,0.00,1.00,0.00
Ribeye Steak Sammy,18.50,1.00,18.50
Ribeye Steak Sandwhich,17.50,1.00,17.50
Rita,1.00,1.00,1.00
Roasted Buffalo Cauliflower (CAT),25.00,3.00,75.00
Rogue Dead Guy Ale,,0.00,0.00
Rose,11.00,1.00,11.00
Rouge Nitro Chocolate Stout,8.00,1.00,8.00
Roundtrip Oktoberfest,8.00,1.00,8.00
Roundtrip Oktoberfest Taste,0.00,1.00,0.00
Rountrip Oktoberfest Sample,3.00,1.00,3.00
Rum Beer,5.00,1.00,5.00
Rum Coconut,10.00,1.00,10.00
RumChata,6.00,1.00,6.00
Rump,6.00,1.00,3.00
Rumplemints,6.00,1.00,6.00
Rumplemintz,6.00,1.00,3.00
Rumpy Bottle,38.00,1.00,27.05
Rumpy Dont Make,6.00,1.00,3.00
Run Wild Athletic,5.50,1.00,5.50
Run Wild IPA,5.50,1.00,5.50
S'mores,8.00,1.00,8.00
S/O Brown Sugar Bourbon Rub,0.00,1.00,0.00
S/O Cotija,0.00,1.00,0.00
S/O Diced Tomatoes,0.00,1.00,0.00
S/O Lemon Pepper Seasoning,0.00,1.00,0.00
S/O Lg Queso,0.00,1.00,0.00
S/O Malt Vin Aioli,0.00,1.00,0.00
S/O Marinara,0.00,1.00,0.00
S/O Nashville Hot Seasoning,0.00,1.00,0.00
S/O Onions,0.00,1.00,0.00
S/O Spicy Mayo,0.50,1.00,0.50
S/O Spicy Mustard,0.00,1.00,0.00
S/O onion Cilantro,0.00,1.00,0.00
S/o Basalmic Vin,0.50,1.00,0.50
S/o Ceaser Dressing,0.50,1.00,0.50
S/o Chili Crisp,0.50,1.00,0.50
S/o Nashville Hot,0.50,1.00,0.50
SD LEM PEP,0.50,1.00,0.50
SD Onion Cilantro mix,0.50,1.00,0.50
SD Queso,0.75,1.00,0.75
SHORT BARREL SAPSQUATCH,12.00,1.00,12.00
SHRIMP CAESAR WRAP,13.00,1.00,13.00
SHRIMP PO BOY,13.50,1.00,0.00
SIDE LEMON PEPPER,0.50,1.00,0.50
SIDE NASHVILLE HOT,0.00,1.00,0.00
SIDE NASHVILLE HOT DRY RUB,0.50,1.00,0.50
SIDE PICKLE ONION,1.00,1.00,1.00
SIDE SALT VIN DRY RUB,0.50,1.00,0.50
SIDES OF MAYO AND HONEY MUSTARD TO GO WITH CBR AND MAC N CHEESE BITES,0.00,1.00,0.00
SN Hazy Little Thing,6.00,1.00,5.40
SN No Make,5.00,1.00,5.00
SN premium Pils,7.00,1.00,7.00
SUB garlic Fries,2.00,1.00,2.00
SWEET POTATO FRIES,5.00,1.00,5.00
SWEETWATER FESTIVE,35.00,1.00,35.00
SYCAMORE PUMPKIN LATTE,8.00,1.00,8.00
S\O Croutons,0.00,1.00,0.00
S\O Lemon Pepper,0.50,1.00,0.50
S\O Ragin Cajun Rub,0.50,1.00,0.50
Salt And Vinager Side,0.58,1.00,0.58
Salted Caramel,7.00,1.00,7.00
Sam Adams Colds Snap,7.00,1.00,7.00
Sam Adams Summer Ale,5.00,1.00,0.00
Sam Chocolate,7.00,1.00,7.00
Sam Smith,5.00,1.00,0.78
Sample Of Arches,0.00,1.00,0.00
Sample Pontoon,3.00,1.00,3.00
Sample schramms statement,0.00,1.00,0.00
Sandwich And Cheese,,0.00,0.00
Santa Marg PG,9.00,1.00,9.00
Saralee Bun,26.25,1.00,26.25
"Sauce, Dont Make",0.95,1.00,0.95
Sauteed Mushrooms,0.50,1.00,0.50
School House Take A Look,10.00,1.00,10.00
SchoolHouse McHazy Taste,0.00,1.00,0.00
Schoolhouse Taka Look,3.00,1.00,3.00
Schoolhouse Take A look,7.00,1.00,7.00
Schramm Mead,15.00,1.00,15.00
Schrams Mead,15.00,1.00,15.00
Scofflaw Double Jeporady,8.00,1.00,8.00
Scofflaw Juice Quedt,6.00,1.00,6.00
Scofflaw Juice Quedt Ipa,6.00,1.00,4.80
Scofflaw Shandy,8.00,1.00,8.00
Scofflaw Sweet Tea THC seltzer,10.00,1.00,10.00
Scofflaw THC Sweet Tea,10.00,1.00,10.00
Scofflaw THC lemonade,10.00,1.00,10.00
Scofflaw Thc Lemonade,8.00,1.00,8.00
Scoflaw DRAFT,7.00,1.00,5.96
Scoflaw Juice Quest Ipa,6.00,1.00,6.00
Scoflaw Quest Coast Ipa Sample,3.00,1.00,3.00
Scoflaw Questcoast Ipa Taste,0.00,1.00,0.00
Scoop Icecream,3.00,1.00,3.00
Scoop Of Ice Cream To Go,2.00,1.00,2.00
Scoop Of Ice Cream W Chocolate,2.50,1.00,2.50
Scoop Of Ice Cream With Caramel,3.00,1.00,3.00
Scoop Of Icecrem,1.00,8.00,0.00
Scoop Of Vanilla,0.00,1.00,0.00
Scpfflaw Float Watermelon Shandy,0.00,2.00,0.00
Screwball,8.00,1.00,6.00
Sd Asian Chili,0.50,1.00,0.50
Sd Asian Chili Crisp,0.50,1.00,0.50
Sd Balsamic Dressing,0.50,1.00,0.50
Sd Balsamic Glaze,1.00,1.00,1.00
Sd Basil,0.00,1.00,0.00
Sd Bbq,0.50,1.00,0.50
Sd Briskit,0.00,1.00,0.00
Sd Buffalo,0.50,1.00,0.50
Sd Butter Garlic,0.00,1.00,0.00
Sd Caesar,0.00,1.00,0.00
Sd Ceasar Dressing,0.00,1.00,0.00
Sd Celery,1.00,1.00,1.00
Sd Cesar,0.00,1.00,0.00
Sd Cesar Salad,0.00,1.00,0.00
Sd Cheddar Jack Cheese,0.50,1.00,0.50
Sd Chili Crisp,1.00,1.00,1.00
Sd Cotija,0.50,1.00,0.50
Sd Cotija Cheese,0.00,1.00,0.00
Sd Dalsa,0.00,1.00,0.00
Sd Diced Tomato For Salad,0.75,1.00,0.75
Sd Fried Ham,3.00,1.00,3.00
Sd Hot Honey,0.00,1.00,0.00
Sd Hot Saue,0.00,1.00,0.00
Sd Jalepanos,0.50,1.00,0.50
Sd Jalepino,0.00,1.00,0.00
Sd Lemon Pepper,0.00,1.00,0.00
Sd Lemon Pepper Seasoning,0.00,1.00,0.00
Sd Lettuce,0.00,1.00,0.00
Sd Marinara Sauce,0.50,1.00,0.50
Sd Mustatd,0.00,1.00,0.00
Sd Nash Hot,0.00,1.00,0.00
Sd Nashville Hot Rub,0.00,1.00,0.00
Sd Of Asian Chili Crisp,0.50,1.00,0.50
Sd Of Brisket,4.00,1.00,4.00
Sd Of Cajiun Seasoning,0.50,1.00,0.50
Sd Of Mustard,0.00,1.00,0.00
Sd Of Rajin Cajin Rub,0.00,1.00,0.00
Sd Of Salt And Vin Dry Rub,0.00,1.00,0.00
Sd Of Sour Cream,0.00,1.00,0.00
